City,OrderDate,OrderPrice
"Berlin",1998-03-16,91.200000
"Berlin",1998-01-15,825.000000
"Berlin",1998-01-15,20.800000
"Berlin",1997-10-13,270.000000
"Berlin",1997-10-13,60.000000
"Berlin",1997-10-03,878.000000
"Berlin",1997-08-25,18.000000
"Berlin",1997-08-25,513.000000
"Berlin",1997-08-25,283.500000
"Berlin",1998-04-09,503.499999
"Berlin",1998-04-09,430.000000
"Berlin",1998-03-16,380.000000
"M?xico D.F.",1997-08-08,340.000000
"M?xico D.F.",1998-03-04,348.000000
"M?xico D.F.",1997-11-28,320.000000
"M?xico D.F.",1997-08-08,70.000000
"M?xico D.F.",1997-08-08,69.750000
"M?xico D.F.",1996-09-18,60.000000
"M?xico D.F.",1998-03-04,42.000000
"M?xico D.F.",1998-03-04,60.000000
"M?xico D.F.",1998-03-04,64.400000
"M?xico D.F.",1996-09-18,28.800000
"M?xico D.F.",1997-06-19,560.000000
"M?xico D.F.",1997-04-15,162.562499
"M?xico D.F.",1997-06-19,702.000000
"M?xico D.F.",1997-05-13,165.600000
"M?xico D.F.",1997-09-25,68.000000
"M?xico D.F.",1998-01-28,380.000000
"M?xico D.F.",1997-09-22,796.364994
"M?xico D.F.",1997-09-25,75.000000
"M?xico D.F.",1997-09-25,232.500000
"M?xico D.F.",1997-05-13,87.750000
"M?xico D.F.",1996-11-27,403.200000
"M?xico D.F.",1998-01-28,280.000000
"M?xico D.F.",1997-05-13,742.499999
"M?xico D.F.",1997-04-15,586.499996
"M?xico D.F.",1997-05-13,944.999999
"M?xico D.F.",1997-06-19,820.000000
"M?xico D.F.",1997-09-22,17.000000
"London",1998-03-16,3847.499996
"London",1996-12-16,195.000000
"London",1997-10-16,780.000000
"London",1996-12-16,96.000000
"London",1996-12-16,608.000000
"London",1996-11-15,90.000000
"London",1997-10-16,356.999997
"London",1997-10-16,504.000000
"London",1998-02-02,72.000000
"London",1998-03-03,390.000000
"London",1997-11-14,227.999999
"London",1998-02-02,210.000000
"London",1997-12-08,84.000000
"London",1997-11-17,319.200000
"London",1997-06-04,1060.000000
"London",1998-04-10,187.500000
"London",1998-04-10,304.000000
"London",1998-03-16,593.749999
"London",1997-06-04,237.500000
"London",1997-06-04,210.000000
"London",1997-06-04,590.400000
"London",1997-06-04,45.000000
"London",1997-02-21,270.000000
"London",1996-11-15,390.000000
"London",1997-02-21,137.700000
"London",1997-12-08,258.000000
"London",1997-12-08,510.000000
"London",1997-12-24,56.000000
"London",1997-12-24,135.100000
"London",1997-12-08,625.000000
"Lule?",1996-08-12,280.800000
"Lule?",1996-08-12,300.000000
"Lule?",1997-09-02,237.600000
"Lule?",1997-09-02,324.000000
"Lule?",1997-09-17,258.000000
"Lule?",1996-08-14,43.200000
"Lule?",1996-08-14,384.000000
"Lule?",1996-08-14,186.000000
"Lule?",1998-01-28,300.000000
"Lule?",1998-01-28,819.787500
"Lule?",1998-01-16,460.000000
"Lule?",1998-01-28,928.425000
"Lule?",1998-01-16,285.000000
"Lule?",1997-09-17,3557.249996
"Lule?",1997-06-18,920.000000
"Lule?",1998-01-16,283.500000
"Lule?",1997-02-12,312.000000
"Lule?",1997-02-12,373.500000
"Lule?",1998-01-16,36.000000
"Lule?",1997-02-12,115.200000
"Lule?",1997-02-12,231.000000
"Lule?",1997-08-11,680.000000
"Lule?",1997-08-11,430.000000
"Lule?",1997-09-02,40.230000
"Lule?",1997-11-07,175.000000
"Lule?",1997-11-07,912.000000
"Lule?",1997-02-13,86.400000
"Lule?",1997-02-13,88.500000
"Lule?",1998-02-03,299.250000
"Lule?",1998-02-03,20.250000
"Lule?",1998-02-03,776.700000
"Lule?",1997-11-07,372.000000
"Lule?",1997-12-16,96.500000
"Lule?",1997-10-01,472.500000
"Lule?",1998-03-04,557.999999
"Lule?",1996-12-16,1814.400000
"Lule?",1996-08-12,248.000000
"Lule?",1997-05-01,62.000000
"Lule?",1997-05-01,258.900000
"Lule?",1998-03-04,1231.199999
"Lule?",1996-12-16,408.000000
"Lule?",1998-02-06,179.550000
"Lule?",1998-02-06,230.000000
"Lule?",1998-02-06,300.000000
"Lule?",1997-05-01,2760.000000
"Lule?",1997-05-01,111.750000
"Lule?",1997-06-18,188.460000
"Lule?",1998-03-04,46.500000
"Lule?",1997-06-18,288.000000
"Lule?",1997-06-18,104.625000
"Lule?",1997-08-11,393.600000
"Lule?",1996-08-12,660.000000
"Mannheim",1997-07-29,80.000000
"Mannheim",1997-07-29,90.000000
"Mannheim",1998-03-17,424.000000
"Mannheim",1998-03-17,133.000000
"Mannheim",1998-03-17,120.000000
"Mannheim",1997-06-27,252.000000
"Mannheim",1997-04-09,149.000000
"Mannheim",1998-04-29,30.000000
"Mannheim",1997-04-17,136.800000
"Mannheim",1997-06-27,78.000000
"Mannheim",1998-01-27,625.000000
"Mannheim",1998-04-29,114.000000
"Mannheim",1998-04-29,714.000000
"Mannheim",1997-07-29,294.000000
"Strasbourg",1996-09-04,864.000000
"Strasbourg",1996-09-04,556.000000
"Strasbourg",1997-06-12,180.000000
"Strasbourg",1997-06-12,956.249993
"Strasbourg",1997-06-05,410.400000
"Strasbourg",1998-01-12,437.500000
"Strasbourg",1997-06-05,110.010000
"Strasbourg",1997-02-18,1379.000000
"Strasbourg",1997-02-18,112.000000
"Strasbourg",1997-02-05,48.000000
"Strasbourg",1997-02-05,1094.399999
"Strasbourg",1997-02-05,718.199999
"Strasbourg",1997-02-05,133.920000
"Strasbourg",1996-11-22,1092.000000
"Strasbourg",1996-11-22,3465.000000
"Strasbourg",1996-11-22,2108.000000
"Strasbourg",1996-11-22,560.000000
"Strasbourg",1996-11-22,165.200000
"Strasbourg",1998-01-12,292.500000
"Strasbourg",1997-08-12,450.000000
"Strasbourg",1997-06-12,624.749996
"Strasbourg",1997-06-30,593.749999
"Strasbourg",1997-09-23,660.000000
"Strasbourg",1996-07-25,936.000000
"Strasbourg",1996-07-25,240.000000
"Strasbourg",1997-02-18,347.200000
"Madrid",1998-03-24,223.999999
"Madrid",1996-10-10,310.000000
"Madrid",1997-12-29,1170.000000
"Madrid",1997-12-29,1856.850000
"Madrid",1996-10-10,249.600000
"Madrid",1996-10-10,422.400000
"Marseille",1996-10-29,949.999999
"Marseille",1997-11-06,360.000000
"Marseille",1997-03-11,212.800000
"Marseille",1998-02-05,592.799999
"Marseille",1998-02-05,198.930000
"Marseille",1997-03-11,1500.000000
"Marseille",1996-10-29,87.780000
"Marseille",1996-10-29,1398.399999
"Marseille",1998-05-06,69.000000
"Marseille",1998-03-11,120.000000
"Marseille",1998-05-06,348.750000
"Marseille",1998-02-05,1187.499999
"Marseille",1997-11-05,199.975000
"Marseille",1997-11-05,35.625000
"Marseille",1997-03-11,108.000000
"Marseille",1997-11-26,855.000000
"Marseille",1997-10-23,645.000000
"Marseille",1997-10-23,651.000000
"Marseille",1996-11-25,141.600000
"Marseille",1997-11-05,248.662500
"Marseille",1998-05-06,375.000000
"Marseille",1997-04-18,934.999993
"Marseille",1997-09-10,1006.999999
"Marseille",1997-09-10,399.000000
"Marseille",1998-01-12,465.000000
"Marseille",1996-11-25,848.000000
"Marseille",1998-03-11,240.000000
"Marseille",1998-01-12,378.000000
"Marseille",1996-11-25,560.000000
"Marseille",1998-03-06,471.149999
"Marseille",1998-03-06,139.500000
"Marseille",1997-05-02,570.000000
"Marseille",1997-04-18,339.999998
"Marseille",1997-11-26,675.000000
"Marseille",1997-11-26,204.750000
"Marseille",1997-11-26,213.750000
"Marseille",1997-05-02,248.400000
"Marseille",1997-04-18,1274.999991
"Marseille",1998-02-09,665.000000
"Marseille",1998-02-09,252.000000
"Marseille",1997-09-10,524.399999
"Marseille",1998-03-06,621.179999
"Marseille",1998-03-06,556.800000
"Marseille",1996-10-16,88.500000
"Tsawassen",1996-12-20,360.000000
"Tsawassen",1998-04-24,525.000000
"Tsawassen",1997-01-30,171.000000
"Tsawassen",1996-12-20,788.000000
"Tsawassen",1997-01-10,495.999998
"Tsawassen",1997-01-10,153.999999
"Tsawassen",1998-03-13,930.000000
"Tsawassen",1998-03-13,300.000000
"Tsawassen",1998-03-13,234.000000
"Tsawassen",1998-03-13,2958.000000
"Tsawassen",1996-12-20,288.000000
"Tsawassen",1996-12-20,396.800000
"Tsawassen",1998-03-25,640.000000
"Tsawassen",1998-03-25,77.500000
"Tsawassen",1997-01-30,1170.000000
"Tsawassen",1997-04-01,638.399999
"Tsawassen",1997-01-10,704.000000
"Tsawassen",1998-04-16,776.475000
"Tsawassen",1998-04-16,101.250000
"Tsawassen",1997-01-30,551.250000
"Tsawassen",1997-04-01,212.800000
"Tsawassen",1998-04-23,37.500000
"Tsawassen",1997-11-14,200.000000
"Tsawassen",1997-11-14,1700.000000
"Tsawassen",1997-11-14,1218.000000
"Tsawassen",1998-03-02,810.000000
"Tsawassen",1998-03-02,637.500000
"Tsawassen",1998-04-23,1272.000000
"Tsawassen",1998-03-12,262.575000
"Tsawassen",1998-03-12,78.750000
"Tsawassen",1998-03-12,684.000000
"Tsawassen",1998-03-27,414.000000
"Tsawassen",1998-03-27,600.000000
"Tsawassen",1997-01-10,98.000000
"Tsawassen",1997-01-10,316.799999
"London",1998-04-14,120.000000
"London",1997-03-11,608.000000
"London",1996-08-26,240.000000
"London",1997-03-11,720.000000
"London",1997-05-16,48.000000
"London",1996-08-26,239.400000
"London",1998-03-11,180.000000
"London",1998-03-11,441.000000
"London",1997-03-24,147.000000
"London",1998-03-13,220.000000
"London",1997-05-15,105.000000
"London",1997-03-24,127.200000
"London",1997-05-16,37.500000
"London",1997-03-24,112.000000
"London",1998-03-11,90.000000
"London",1997-05-16,150.000000
"London",1997-05-15,34.800000
"London",1997-07-15,493.000000
"London",1997-06-24,360.000000
"London",1997-05-16,120.000000
"London",1997-06-24,117.000000
"London",1998-04-14,1380.000000
"Buenos Aires",1997-04-29,54.000000
"Buenos Aires",1997-04-29,96.500000
"Buenos Aires",1998-01-07,155.000000
"Buenos Aires",1997-04-29,75.000000
"Buenos Aires",1997-12-17,12.500000
"Buenos Aires",1998-02-11,150.000000
"Buenos Aires",1998-04-28,25.000000
"Buenos Aires",1998-04-28,280.000000
"Buenos Aires",1998-03-10,364.800000
"Buenos Aires",1998-03-10,280.000000
"Buenos Aires",1998-01-07,322.000000
"M?xico D.F.",1996-07-18,80.000000
"M?xico D.F.",1996-07-18,20.800000
"Bern",1996-12-03,798.000000
"Bern",1996-12-03,135.999999
"Bern",1998-03-20,208.000000
"Bern",1998-03-20,502.859996
"Bern",1998-03-20,387.599997
"Bern",1996-07-11,45.900000
"Bern",1996-07-11,342.719998
"Bern",1997-11-06,1510.499998
"Bern",1997-11-06,380.000000
"Bern",1996-07-11,168.000000
"Bern",1997-11-19,392.000000
"Bern",1997-11-19,443.700000
"Bern",1997-11-19,1440.000000
"Bern",1997-11-19,36.000000
"Bern",1997-04-28,471.200000
"Bern",1997-04-28,1520.000000
"Bern",1997-04-28,323.000000
"Bern",1998-04-22,455.999998
"Bern",1998-04-22,1317.000000
"Bern",1998-04-16,760.000000
"Bern",1998-04-16,526.800000
"Bern",1996-12-03,183.599999
"S?o Paulo",1998-04-22,114.000000
"S?o Paulo",1996-08-27,1485.000000
"S?o Paulo",1998-03-23,108.000000
"S?o Paulo",1996-08-27,240.000000
"S?o Paulo",1998-04-22,291.750000
"S?o Paulo",1996-08-27,104.000000
"S?o Paulo",1997-04-02,912.000000
"S?o Paulo",1997-03-06,48.000000
"S?o Paulo",1997-03-06,168.000000
"S?o Paulo",1996-08-27,340.000000
"London",1998-01-23,640.500000
"London",1997-02-04,201.600000
"London",1997-02-04,278.000000
"London",1997-02-04,152.000000
"London",1997-03-03,4.800000
"London",1997-03-03,151.200000
"London",1998-01-23,291.000000
"Aachen",1996-12-23,86.400000
"Aachen",1998-01-09,656.000000
"Aachen",1997-12-25,420.000000
"Aachen",1996-11-26,74.400000
"Aachen",1996-11-26,200.000000
"Aachen",1996-11-26,172.800000
"Aachen",1998-01-09,374.760000
"Aachen",1998-04-20,42.000000
"Aachen",1998-04-20,1650.000000
"Aachen",1998-05-04,86.850000
"Nantes",1997-07-24,310.000000
"Nantes",1996-09-20,201.600000
"Nantes",1998-02-16,140.000000
"Nantes",1996-09-20,67.200000
"Nantes",1997-09-26,63.000000
"Nantes",1998-02-16,585.000000
"Nantes",1998-02-16,135.100000
"Nantes",1997-07-24,54.000000
"Nantes",1997-07-24,60.000000
"London",1997-01-01,2079.000000
"London",1998-04-24,337.500000
"London",1997-01-01,504.000000
"London",1997-01-01,480.000000
"London",1998-04-24,480.375000
"London",1996-11-26,864.000000
"London",1996-11-26,86.000000
"London",1998-04-28,1200.000000
"London",1998-04-15,374.760000
"London",1998-03-31,276.000000
"London",1998-03-31,1800.000000
"London",1998-04-15,75.000000
"London",1998-04-15,442.050000
"London",1998-04-15,1075.000000
"London",1998-04-28,840.000000
"London",1998-04-28,1700.000000
"London",1997-11-03,105.000000
"London",1997-05-09,388.350000
"London",1997-05-09,408.000000
"London",1998-03-31,696.000000
"London",1997-11-03,550.000000
"Graz",1997-01-30,2463.999991
"Graz",1997-01-02,432.000000
"Graz",1998-04-08,451.500000
"Graz",1997-12-11,43.400000
"Graz",1997-12-11,699.999997
"Graz",1997-12-11,1287.000000
"Graz",1997-01-02,2281.500000
"Graz",1997-01-03,248.114998
"Graz",1997-01-03,606.899996
"Graz",1998-04-13,250.000000
"Graz",1998-04-13,6050.000000
"Graz",1998-04-13,450.000000
"Graz",1996-11-11,100.100000
"Graz",1997-12-10,344.000000
"Graz",1997-04-22,1596.000000
"Graz",1997-04-22,2660.000000
"Graz",1997-04-22,820.950000
"Graz",1997-04-22,387.500000
"Graz",1997-09-12,1295.999995
"Graz",1997-09-12,240.799999
"Graz",1997-06-17,333.199998
"Graz",1997-06-17,217.387498
"Graz",1998-02-18,3400.000000
"Graz",1998-02-18,810.000000
"Graz",1998-02-18,495.000000
"Graz",1997-12-15,190.000000
"Graz",1997-12-15,159.600000
"Graz",1997-12-15,243.675000
"Graz",1997-12-15,6041.999994
"Graz",1998-01-27,2634.999981
"Graz",1998-01-27,331.499998
"Graz",1996-07-23,216.000000
"Graz",1996-07-23,931.500000
"Graz",1996-07-23,625.500000
"Graz",1996-07-23,100.800000
"Graz",1996-07-17,122.880000
"Graz",1996-07-17,883.999997
"Graz",1996-07-17,607.999998
"Graz",1998-05-05,386.000000
"Graz",1998-05-05,357.500000
"Graz",1998-05-05,4322.500000
"Graz",1998-05-05,152.000000
"Graz",1997-10-09,315.000000
"Graz",1997-10-09,296.400000
"Graz",1997-04-22,3159.000000
"Graz",1998-01-16,997.500000
"Graz",1998-01-16,2040.000000
"Graz",1998-01-16,468.000000
"Graz",1998-01-16,108.000000
"Graz",1998-01-16,1092.000000
"Graz",1997-10-09,1411.205999
"Graz",1997-10-09,1299.837499
"Graz",1997-10-09,114.000000
"Graz",1996-12-13,400.000000
"Graz",1996-12-13,544.000000
"Graz",1996-11-29,390.000000
"Graz",1996-11-29,425.880000
"Graz",1996-12-13,450.000000
"Graz",1996-11-29,36.000000
"Graz",1996-11-29,837.899999
"Graz",1998-04-01,650.000000
"Graz",1998-04-01,713.999995
"Graz",1997-08-15,929.092493
"Graz",1998-03-26,1536.500000
"Graz",1998-03-26,1317.000000
"Graz",1997-08-15,66.300000
"Graz",1997-08-15,1162.799992
"Graz",1997-08-15,3352.399976
"Graz",1998-03-26,360.000000
"Graz",1998-03-26,760.000000
"Graz",1998-03-26,540.000000
"Graz",1997-07-10,405.000000
"Graz",1997-07-10,2565.000000
"Graz",1997-07-10,1755.000000
"Graz",1998-03-26,300.000000
"Graz",1998-04-01,1325.999991
"Graz",1998-04-01,1598.849989
"Graz",1997-02-11,504.000000
"Graz",1997-02-11,472.000000
"Graz",1997-01-30,1123.199996
"Graz",1997-01-30,400.000000
"Graz",1997-01-30,912.000000
"Graz",1998-02-18,1674.400000
"Graz",1997-02-11,816.000000
"Graz",1996-11-11,159.600000
"Graz",1998-03-23,133.000000
"Graz",1996-12-23,600.479999
"Graz",1998-03-23,135.000000
"Graz",1997-12-03,180.000000
"Graz",1998-03-23,1140.000000
"Graz",1996-11-11,4005.199996
"Graz",1996-12-23,539.999999
"Graz",1998-04-08,1196.999999
"Graz",1998-04-08,3032.399997
"Graz",1997-12-03,2105.999998
"Graz",1996-12-13,1386.000000
"Graz",1996-12-13,120.000000
"Graz",1996-12-23,518.399999
"Graz",1997-12-24,1023.750000
"Graz",1997-12-24,1134.250000
"Graz",1996-11-11,1133.824999
"Graz",1996-12-23,432.000000
"S?o Paulo",1997-04-21,48.450000
"S?o Paulo",1997-01-14,100.000000
"S?o Paulo",1997-10-31,28.000000
"S?o Paulo",1996-12-18,54.000000
"S?o Paulo",1996-12-18,112.000000
"S?o Paulo",1997-10-31,144.000000
"S?o Paulo",1996-11-06,31.620000
"S?o Paulo",1997-10-31,115.800000
"S?o Paulo",1996-11-06,112.000000
"S?o Paulo",1997-06-26,309.999999
"S?o Paulo",1997-08-29,778.999999
"S?o Paulo",1997-08-29,223.500000
"S?o Paulo",1997-08-29,776.700000
"S?o Paulo",1997-04-21,346.799998
"S?o Paulo",1997-04-21,38.250000
"S?o Paulo",1997-04-21,91.799999
"S?o Paulo",1996-11-06,58.800000
"S?o Paulo",1997-01-14,124.830000
"S?o Paulo",1996-11-06,611.999996
"Lille",1997-12-03,400.000000
"Lille",1997-01-08,1379.000000
"Lille",1997-01-08,35.400000
"Lille",1997-12-03,90.000000
"Lille",1997-12-22,1875.000000
"Lille",1997-01-08,208.000000
"Lille",1997-12-03,126.000000
"Lille",1997-08-15,15.500000
"Lille",1997-08-15,795.000000
"Lille",1997-08-15,3125.000000
"Lille",1997-03-20,528.000000
"Lille",1997-03-20,228.000000
"Lille",1997-08-15,1050.000000
"Lille",1997-12-22,270.000000
"Lille",1997-12-22,1317.000000
"Lille",1997-12-22,225.000000
"Br?cke",1997-02-28,157.500000
"Br?cke",1998-02-23,251.429998
"Br?cke",1998-02-23,611.999996
"Br?cke",1997-06-06,194.500000
"Br?cke",1997-06-06,2650.000000
"Br?cke",1998-02-10,215.999999
"Br?cke",1998-02-10,599.999998
"Br?cke",1998-02-10,683.999997
"Br?cke",1997-12-02,288.000000
"Br?cke",1997-12-02,285.000000
"Br?cke",1997-12-02,1484.000000
"Br?cke",1997-10-14,95.000000
"Br?cke",1997-10-14,1925.000000
"Br?cke",1997-10-14,525.000000
"Br?cke",1997-12-02,2280.000000
"Br?cke",1996-07-24,532.000000
"Br?cke",1996-07-24,163.624999
"Br?cke",1998-04-27,809.999999
"Br?cke",1996-10-11,303.999999
"Br?cke",1996-10-11,671.999997
"Br?cke",1996-10-11,579.599998
"Br?cke",1996-10-11,254.399999
"Br?cke",1997-05-12,1044.999999
"Br?cke",1997-05-12,835.200000
"Br?cke",1997-05-12,342.000000
"Br?cke",1998-04-06,1800.000000
"Br?cke",1998-01-09,135.000000
"Br?cke",1998-01-09,115.800000
"Br?cke",1998-04-06,144.000000
"Br?cke",1998-04-06,300.000000
"Br?cke",1998-04-06,525.000000
"Br?cke",1998-04-01,253.312500
"Br?cke",1998-04-01,4642.125000
"Br?cke",1996-12-10,103.200000
"Br?cke",1998-03-27,247.999999
"Br?cke",1998-03-26,540.000000
"Br?cke",1998-03-26,285.000000
"Br?cke",1998-03-26,878.000000
"Br?cke",1997-12-11,850.000000
"Br?cke",1997-12-11,18.750000
"Br?cke",1998-03-17,74.400000
"Br?cke",1998-03-26,530.000000
"Br?cke",1997-02-03,100.800000
"Br?cke",1997-02-03,220.319998
"Br?cke",1997-02-28,18.600000
"M?nchen",1997-09-19,328.000000
"M?nchen",1997-08-07,485.999999
"M?nchen",1996-10-24,288.000000
"M?nchen",1996-12-27,288.000000
"M?nchen",1996-12-27,1032.000000
"M?nchen",1996-12-27,583.800000
"M?nchen",1998-01-29,748.125000
"M?nchen",1998-01-29,195.562500
"M?nchen",1998-01-29,135.000000
"M?nchen",1998-03-05,600.000000
"M?nchen",1998-03-05,379.750000
"M?nchen",1998-03-05,195.000000
"M?nchen",1997-08-07,124.200000
"M?nchen",1997-08-07,488.250000
"M?nchen",1997-06-06,554.625000
"M?nchen",1997-10-24,854.999999
"M?nchen",1997-10-24,111.750000
"M?nchen",1997-10-24,304.000000
